Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,17.84000015258789,17.84000015258789,16.537500381469727,16.637500762939453,12.103006362915039,12024400
2005-01-04,16.677499771118164,16.850000381469727,16.325000762939453,16.375,11.912054061889648,11683200
2005-01-05,16.375,16.475000381469727,16.024999618530273,16.237499237060547,11.812026977539062,7855200
2005-01-06,16.237499237060547,16.75,16.047500610351562,16.477500915527344,11.986613273620605,8714800
2005-01-07,16.487499237060547,16.487499237060547,16.147499084472656,16.3700008392334,11.908414840698242,4044400
2005-01-10,16.549999237060547,16.862499237060547,16.532499313354492,16.627500534057617,12.095734596252441,4525600
2005-01-11,16.712499618530273,16.825000762939453,16.514999389648438,16.737499237060547,12.175751686096191,4511600
2005-01-12,16.75749969482422,16.9950008392334,16.524999618530273,16.950000762939453,12.341397285461426,6363200
2005-01-13,17.037500381469727,17.327499389648438,16.950000762939453,17.135000228881836,12.476095199584961,5078800
2005-01-14,17.137500762939453,17.52750015258789,17.06999969482422,17.487499237060547,12.732751846313477,3964400
2005-01-18,17.700000762939453,18.0,17.700000762939453,17.905000686645508,13.036737442016602,7349200
2005-01-19,17.90250015258789,18.05500030517578,17.712499618530273,17.725000381469727,12.905677795410156,3413600
2005-01-20,17.625,17.905000686645508,17.405000686645508,17.780000686645508,12.945719718933105,5607200
2005-01-21,18.112499237060547,18.1200008392334,17.852500915527344,17.912500381469727,13.042198181152344,5141200
2005-01-24,18.037500381469727,18.142499923706055,18.020000457763672,18.032499313354492,13.129571914672852,5111200
2005-01-25,18.09749984741211,18.22249984741211,17.8700008392334,17.977500915527344,13.089527130126953,3914800
2005-01-26,18.087499618530273,18.270000457763672,17.950000762939453,18.235000610351562,13.277015686035156,4766800
2005-01-27,18.237499237060547,18.59749984741211,18.174999237060547,18.392499923706055,13.391691207885742,3816000
2005-01-28,18.395000457763672,18.520000457763672,18.264999389648438,18.5,13.469956398010254,5884000
2005-01-31,18.5,18.700000762939453,18.3174991607666,18.5625,13.515466690063477,6724800
2005-02-01,18.6875,19.024999618530273,18.6825008392334,18.987499237060547,13.824914932250977,5659200
2005-02-02,19.0,19.155000686645508,18.922500610351562,19.155000686645508,13.946870803833008,4852000
2005-02-03,19.625,19.674999237060547,18.979999542236328,19.31999969482422,14.067008972167969,8987600
2005-02-04,19.350000381469727,19.434999465942383,19.040000915527344,19.162500381469727,13.952329635620117,6324400
2005-02-07,19.162500381469727,19.25,18.947500228881836,19.239999771118164,14.008766174316406,5828000
2005-02-08,19.237499237060547,19.545000076293945,19.049999237060547,19.422500610351562,14.141636848449707,5128400
2005-02-09,19.387500762939453,19.787500381469727,19.167499542236328,19.559999465942383,14.241755485534668,5892400
2005-02-10,19.737499237060547,20.0575008392334,19.677499771118164,20.0,14.562125205993652,4697600
2005-02-11,20.0,20.40250015258789,19.877500534057617,20.3125,14.789651870727539,6347200
2005-02-14,20.325000762939453,20.5625,20.325000762939453,20.537500381469727,14.95347785949707,7218800
2005-02-15,20.537500381469727,20.72249984741211,20.364999771118164,20.542499542236328,14.95711898803711,4679200
2005-02-16,20.5625,21.325000762939453,20.5625,21.247499465942383,15.47043514251709,8003200
